player,game_date,target
Doug West,2023-12-15,13.0
Doug West,2023-12-17,5.0
Doug West,2023-12-20,4.0
Doug West,2023-12-21,1.0
Doug West,2023-12-23,8.0
Doug West,2023-12-26,23.0
Doug West,2023-12-27,3.0
Doug West,2023-12-29,4.0
Doug West,2023-12-31,2.0
Doug West,2024-01-02,0.0
Doug West,2024-01-03,9.0
Doug West,2024-01-05,0.0
Doug West,2024-01-07,0.0
Doug West,2024-01-09,3.0
Doug West,2024-01-12,1.0
Doug West,2024-01-13,13.0
Doug West,2024-01-17,0.0
Doug West,2024-01-19,7.0
Doug West,2024-01-21,6.0
Doug West,2024-01-22,7.0
Doug West,2024-01-26,2.0
Doug West,2024-01-28,4.0
Doug West,2024-01-29,20.0
Doug West,2024-01-31,2.0
Doug West,2024-02-04,0.0
Doug West,2024-02-06,0.0
Doug West,2024-02-08,0.0
Doug West,2024-02-13,1.0
Doug West,2024-02-14,4.0
Doug West,2024-02-22,9.0
Doug West,2024-02-24,5.0
Doug West,2024-02-25,4.0
Doug West,2024-02-27,8.0
Doug West,2024-03-03,3.0
Doug West,2024-03-05,10.0
Doug West,2024-03-06,8.0
Doug West,2024-03-08,0.0
Doug West,2024-03-10,2.0
Doug West,2024-03-13,0.0
Doug West,2024-03-17,2.0
Doug West,2024-03-19,2.0
Doug West,2024-03-21,2.0
Doug West,2024-03-27,6.0
Doug West,2024-03-30,2.0
Doug West,2024-04-07,0.0
Doug West,2024-04-09,0.0
Doug West,2024-04-10,5.0
Doug West,2024-04-14,5.0
Doug West,2024-10-23,10.0
Doug West,2024-10-25,10.0
Doug West,2024-10-26,10.0
Doug West,2024-10-28,8.0
Doug West,2024-10-30,4.0
Doug West,2024-11-01,7.0
Doug West,2024-11-03,2.0
Doug West,2024-11-04,3.0
Doug West,2024-11-06,12.0
Doug West,2024-11-08,11.0
Doug West,2024-11-10,12.0
Doug West,2024-11-12,8.0
Doug West,2024-11-13,6.0
Doug West,2024-11-15,4.0
Doug West,2024-11-18,20.0
Doug West,2024-11-20,17.0
Doug West,2024-11-21,4.0
Doug West,2024-11-23,11.0
Doug West,2024-11-25,10.0
Doug West,2024-11-27,4.0
Doug West,2024-11-29,5.0
Doug West,2024-12-01,5.0
Doug West,2024-12-03,6.0
Doug West,2024-12-04,10.0
Doug West,2024-12-06,0.0
Doug West,2024-12-08,8.0
Doug West,2024-12-10,17.0
Doug West,2024-12-15,4.0
Doug West,2024-12-19,23.0
Doug West,2024-12-21,10.0
Doug West,2024-12-23,9.0
Doug West,2024-12-26,2.0
Doug West,2024-12-27,9.0
Doug West,2025-01-06,9.0
Eric Piatkowski,2024-10-23,2.0
Eric Piatkowski,2024-10-25,0.0
Eric Piatkowski,2024-10-30,0.0
Eric Piatkowski,2024-11-02,2.0
Eric Piatkowski,2024-11-06,0.0
Eric Piatkowski,2024-11-08,3.0
Eric Piatkowski,2024-11-12,0.0
Eric Piatkowski,2024-11-13,4.0
Eric Piatkowski,2024-11-15,0.0
Eric Piatkowski,2024-11-18,0.0
Eric Piatkowski,2024-11-24,0.0
Eric Piatkowski,2024-11-30,4.0
Eric Piatkowski,2024-12-03,6.0
Eric Piatkowski,2024-12-04,0.0
Eric Piatkowski,2024-12-21,3.0
Eric Piatkowski,2024-12-30,2.0
Eric Piatkowski,2025-01-02,0.0
Eric Piatkowski,2025-01-04,6.0
Eric Piatkowski,2025-01-06,4.0
Eric Piatkowski,2025-01-08,2.0
Eric Piatkowski,2025-01-10,0.0
Eric Piatkowski,2025-01-12,0.0
Eric Piatkowski,2025-01-14,7.0
Eric Piatkowski,2025-01-15,2.0
Eric Piatkowski,2025-01-18,12.0
Eric Piatkowski,2025-01-19,10.0
Eric Piatkowski,2025-01-21,3.0
Eric Piatkowski,2025-01-24,4.0
Eric Piatkowski,2025-01-25,4.0
Eric Piatkowski,2025-01-28,4.0
Eric Piatkowski,2025-01-29,5.0
Eric Piatkowski,2025-01-31,2.0
Eric Piatkowski,2025-02-02,2.0
Eric Piatkowski,2025-02-04,2.0
Eric Piatkowski,2025-02-05,11.0
Eric Piatkowski,2025-02-07,2.0
Eric Piatkowski,2025-02-12,2.0
Eric Piatkowski,2025-02-20,0.0
Eric Piatkowski,2025-02-24,4.0
Eric Piatkowski,2025-02-26,5.0
Eric Piatkowski,2025-03-03,6.0
Eric Riley,2023-10-25,14.0
Eric Riley,2023-10-27,25.0
Eric Riley,2023-10-29,19.0
Eric Riley,2023-11-01,19.0
Eric Riley,2023-11-04,15.0
Eric Riley,2023-11-06,17.0
Eric Riley,2023-11-08,19.0
Eric Riley,2023-11-10,24.0
Eric Riley,2023-11-12,23.0
Eric Riley,2023-11-17,23.0
Eric Riley,2023-11-19,23.0
Eric Riley,2023-11-20,30.0
Eric Riley,2023-11-22,11.0
Eric Riley,2023-11-24,21.0
Eric Riley,2023-11-28,31.0
Eric Riley,2023-11-29,22.0
Eric Riley,2023-12-02,21.0
Eric Riley,2023-12-06,21.0
Eric Riley,2023-12-08,17.0
Eric Riley,2023-12-11,15.0
Eric Riley,2023-12-13,9.0
Eric Riley,2023-12-15,15.0
Eric Riley,2023-12-17,20.0
Eric Riley,2023-12-18,24.0
Eric Riley,2023-12-20,14.0
Eric Riley,2023-12-22,22.0
Eric Riley,2023-12-23,37.0
Eric Riley,2023-12-26,30.0
Eric Riley,2023-12-27,24.0
Eric Riley,2023-12-29,28.0
Eric Riley,2024-01-01,26.0
Eric Riley,2024-01-03,30.0
Eric Riley,2024-01-05,19.0
Eric Riley,2024-01-06,21.0
Eric Riley,2024-01-08,22.0
Eric Riley,2024-01-10,25.0
Eric Riley,2024-01-12,29.0
Eric Riley,2024-01-13,19.0
Eric Riley,2024-01-15,19.0
Eric Riley,2024-01-17,18.0
Eric Riley,2024-01-20,37.0
Eric Riley,2024-01-21,24.0
Eric Riley,2024-01-24,30.0
Eric Riley,2024-01-26,11.0
Eric Riley,2024-01-27,15.0
Eric Riley,2024-01-29,31.0
Eric Riley,2024-01-31,10.0
Eric Riley,2024-02-02,24.0
Eric Riley,2024-02-04,15.0
Eric Riley,2024-02-06,20.0
Eric Riley,2024-02-09,7.0
Eric Riley,2024-02-12,18.0
Eric Riley,2024-02-14,19.0
Eric Riley,2024-02-22,20.0
Eric Riley,2024-02-23,17.0
Eric Riley,2024-02-25,19.0
Eric Riley,2024-02-27,23.0
Eric Riley,2024-02-29,8.0
Eric Riley,2024-03-02,21.0
Eric Riley,2024-03-05,45.0
Eric Riley,2024-03-06,23.0
Eric Riley,2024-03-08,19.0
Eric Riley,2024-03-10,14.0
Eric Riley,2024-10-23,25.0
Eric Riley,2024-10-25,16.0
Eric Riley,2024-10-26,6.0
Eric Riley,2024-10-28,12.0
Eric Riley,2024-10-31,17.0
Eric Riley,2024-11-02,14.0
Eric Riley,2024-11-04,25.0
Eric Riley,2024-11-06,16.0
Eric Riley,2024-11-08,11.0
Eric Riley,2024-11-10,27.0
Eric Riley,2024-11-11,27.0
Eric Riley,2024-11-13,13.0
Eric Riley,2024-11-15,16.0
Eric Riley,2024-11-17,20.0
Eric Riley,2024-11-18,18.0
Eric Riley,2024-11-20,31.0
Eric Riley,2024-11-22,14.0
Eric Riley,2024-11-23,22.0
Eric Riley,2024-11-26,22.0
Eric Riley,2024-11-27,22.0
Eric Riley,2024-12-01,20.0
Eric Riley,2024-12-03,24.0
Eric Riley,2024-12-05,16.0
Eric Riley,2024-12-08,11.0
Eric Riley,2024-12-11,26.0
Eric Riley,2024-12-14,13.0
Eric Riley,2024-12-19,23.0
Eric Riley,2024-12-22,17.0
Eric Riley,2024-12-23,16.0
Eric Riley,2024-12-26,10.0
Eric Riley,2024-12-27,38.0
Eric Riley,2024-12-29,18.0
Eric Riley,2025-01-01,23.0
Eric Riley,2025-01-03,14.0
Gary Payton,2024-10-24,6.0
Gary Payton,2024-10-26,2.0
Gary Payton,2024-10-28,6.0
Gary Payton,2024-10-30,5.0
Gary Payton,2024-10-31,0.0
Gary Payton,2024-11-02,0.0
Gary Payton,2024-11-06,5.0
Gary Payton,2024-11-07,10.0
Gary Payton,2024-11-09,5.0
Gary Payton,2024-11-11,0.0
Gary Payton,2024-11-13,10.0
Gary Payton,2024-11-15,0.0
Gary Payton,2024-11-16,6.0
Gary Payton,2024-11-21,1.0
Gary Payton,2024-11-23,7.0
Gary Payton,2024-11-26,11.0
Gary Payton,2024-11-27,0.0
Gary Payton,2024-12-05,1.0
Gary Payton,2024-12-06,0.0
Gary Payton,2024-12-13,8.0
Gary Payton,2024-12-15,4.0
Gary Payton,2024-12-21,0.0
Gary Payton,2024-12-31,2.0
Gary Payton,2025-01-08,0.0
Gary Payton,2025-01-13,0.0
Gary Payton,2025-01-17,0.0
Gary Payton,2025-01-19,2.0
Gary Payton,2025-01-23,0.0
Gary Payton,2025-01-25,0.0
Gary Payton,2025-01-31,2.0
Gary Payton,2025-02-03,4.0
Gary Payton,2025-02-12,0.0
Gary Payton,2025-02-21,3.0
Gary Payton,2025-02-23,0.0
Gary Payton,2025-02-26,5.0
Gary Payton,2025-03-02,0.0
Gary Payton,2025-03-04,0.0
Gary Payton,2025-03-07,2.0
Gary Payton,2025-03-09,2.0
Gary Payton,2025-03-10,3.0
Gary Payton,2025-03-14,10.0
Grant Long,2022-10-19,32.0
Grant Long,2022-10-21,27.0
Grant Long,2022-10-24,37.0
Grant Long,2022-10-26,33.0
Grant Long,2022-10-27,37.0
Grant Long,2022-10-29,26.0
Grant Long,2022-10-31,36.0
Grant Long,2022-11-01,32.0
Grant Long,2022-11-04,28.0
Grant Long,2022-11-05,27.0
Grant Long,2022-11-07,26.0
Grant Long,2022-11-09,29.0
Grant Long,2022-11-12,27.0
Grant Long,2022-11-13,31.0
Grant Long,2022-11-15,27.0
Grant Long,2022-11-17,35.0
Grant Long,2022-11-20,26.0
Grant Long,2022-11-22,20.0
Grant Long,2022-11-23,12.0
Grant Long,2022-11-25,36.0
Grant Long,2022-11-27,31.0
Grant Long,2022-11-28,45.0
Grant Long,2022-11-30,39.0
Grant Long,2022-12-02,17.0
Grant Long,2022-12-04,31.0
Grant Long,2022-12-07,29.0
Grant Long,2022-12-09,34.0
Grant Long,2022-12-12,30.0
Grant Long,2022-12-16,28.0
Grant Long,2022-12-18,43.0
Grant Long,2022-12-21,23.0
Grant Long,2022-12-23,24.0
Grant Long,2022-12-26,32.0
Grant Long,2022-12-28,26.0
Grant Long,2022-12-31,23.0
Grant Long,2023-01-02,25.0
Grant Long,2023-01-04,44.0
Grant Long,2023-01-06,33.0
Grant Long,2023-01-08,17.0
Grant Long,2023-03-01,23.0
Grant Long,2023-03-03,20.0
Grant Long,2023-03-05,37.0
Grant Long,2023-03-29,16.0
Grant Long,2023-03-31,30.0
Grant Long,2023-04-02,35.0
Grant Long,2023-04-04,18.0
Grant Long,2023-04-06,29.0
Grant Long,2023-10-24,18.0
Grant Long,2023-10-26,39.0
Grant Long,2023-10-28,26.0
Grant Long,2023-10-31,26.0
Grant Long,2023-11-02,28.0
Grant Long,2023-11-04,31.0
Grant Long,2023-11-05,41.0
Grant Long,2023-11-08,25.0
Grant Long,2023-11-10,38.0
Grant Long,2023-11-12,28.0
Grant Long,2023-11-15,31.0
Grant Long,2023-11-17,38.0
Grant Long,2023-11-19,39.0
Grant Long,2023-11-21,31.0
Grant Long,2023-11-22,32.0
Grant Long,2023-11-29,30.0
Grant Long,2023-12-01,30.0
Grant Long,2023-12-02,27.0
Grant Long,2023-12-05,31.0
Grant Long,2023-12-13,27.0
Grant Long,2023-12-15,29.0
Grant Long,2023-12-17,28.0
Grant Long,2023-12-19,40.0
Grant Long,2023-12-22,28.0
Grant Long,2023-12-25,16.0
Grant Long,2023-12-27,27.0
Grant Long,2023-12-29,21.0
Grant Long,2023-12-31,31.0
Grant Long,2024-01-07,23.0
Grant Long,2024-01-08,30.0
Grant Long,2024-01-11,18.0
Grant Long,2024-01-14,21.0
Grant Long,2024-01-16,27.0
Grant Long,2024-01-19,26.0
Grant Long,2024-01-21,40.0
Grant Long,2024-01-22,43.0
Grant Long,2024-01-24,12.0
Grant Long,2024-01-26,20.0
Grant Long,2024-01-28,15.0
Grant Long,2024-01-29,20.0
Grant Long,2024-01-31,33.0
Grant Long,2024-02-02,35.0
Grant Long,2024-02-04,18.0
Grant Long,2024-02-06,28.0
Grant Long,2024-02-08,31.0
Grant Long,2024-02-10,24.0
Grant Long,2024-02-13,28.0
Grant Long,2024-02-14,25.0
Grant Long,2024-02-22,23.0
Grant Long,2024-02-23,28.0
Grant Long,2024-02-25,22.0
Grant Long,2024-02-29,24.0
Grant Long,2024-03-02,30.0
Grant Long,2024-03-03,20.0
Grant Long,2024-03-05,35.0
Grant Long,2024-03-07,35.0
Grant Long,2024-03-09,45.0
Grant Long,2024-03-11,37.0
Grant Long,2024-03-14,20.0
Grant Long,2024-03-15,13.0
Grant Long,2024-03-17,11.0
Grant Long,2024-03-20,22.0
Grant Long,2024-03-21,19.0
Grant Long,2024-03-23,25.0
Grant Long,2024-03-25,29.0
Grant Long,2024-03-27,30.0
Grant Long,2024-03-29,26.0
Grant Long,2024-04-01,20.0
Grant Long,2024-04-03,32.0
Grant Long,2024-04-05,22.0
Grant Long,2024-04-07,23.0
Grant Long,2024-04-09,21.0
Grant Long,2024-04-10,24.0
Grant Long,2024-04-12,28.0
Grant Long,2024-04-14,15.0
Grant Long,2024-10-23,25.0
Grant Long,2024-10-25,30.0
Grant Long,2024-10-26,31.0
Grant Long,2024-10-28,30.0
Grant Long,2024-10-31,18.0
Grant Long,2024-11-02,21.0
Grant Long,2024-11-04,35.0
Greg Anthony,2024-10-24,0.0
Greg Anthony,2024-10-26,4.0
Greg Anthony,2024-10-27,0.0
Greg Anthony,2024-10-30,12.0
Greg Anthony,2024-11-01,8.0
Greg Anthony,2024-11-02,0.0
Greg Anthony,2024-11-04,4.0
Greg Anthony,2024-11-06,3.0
Greg Anthony,2024-11-08,12.0
Greg Anthony,2024-11-10,12.0
Greg Anthony,2024-11-11,2.0
Greg Anthony,2024-11-13,6.0
Greg Anthony,2024-11-15,7.0
Greg Anthony,2024-11-17,3.0
Greg Anthony,2024-11-19,3.0
Greg Anthony,2024-11-20,10.0
Greg Anthony,2024-11-25,13.0
Greg Anthony,2024-11-27,2.0
Greg Anthony,2024-11-29,4.0
Greg Anthony,2024-12-01,0.0
Greg Anthony,2024-12-03,5.0
Greg Anthony,2024-12-05,13.0
Greg Anthony,2024-12-07,10.0
Greg Anthony,2024-12-10,2.0
Greg Anthony,2024-12-14,2.0
Jim McIlvaine,2023-10-25,26.0
Jim McIlvaine,2023-10-28,19.0
Jim McIlvaine,2023-10-30,31.0
Jim McIlvaine,2023-11-01,24.0
Jim McIlvaine,2023-11-04,31.0
Jim McIlvaine,2023-11-06,38.0
Jim McIlvaine,2023-11-08,26.0
Jim McIlvaine,2023-11-10,28.0
Jim McIlvaine,2023-11-12,33.0
Jim McIlvaine,2023-11-14,20.0
Jim McIlvaine,2023-11-15,13.0
Jim McIlvaine,2023-11-18,23.0
Jim McIlvaine,2023-11-20,23.0
Jim McIlvaine,2023-11-22,31.0
Jim McIlvaine,2023-11-24,35.0
Jim McIlvaine,2023-11-26,24.0
Jim McIlvaine,2023-11-28,21.0
Jim McIlvaine,2023-12-06,17.0
Jim McIlvaine,2023-12-08,0.0
Jim McIlvaine,2023-12-14,9.0
Jim McIlvaine,2023-12-16,37.0
Jim McIlvaine,2023-12-18,32.0
Jim McIlvaine,2023-12-20,27.0
Jim McIlvaine,2023-12-21,27.0
Jim McIlvaine,2023-12-23,34.0
Jim McIlvaine,2023-12-26,25.0
Jim McIlvaine,2023-12-28,44.0
Jim McIlvaine,2023-12-30,31.0
Jim McIlvaine,2024-01-01,35.0
Jim McIlvaine,2024-01-03,35.0
Jim McIlvaine,2024-01-05,24.0
Jim McIlvaine,2024-01-07,36.0
Jim McIlvaine,2024-01-09,6.0
Jim McIlvaine,2024-01-10,29.0
Jim McIlvaine,2024-01-12,9.0
Jim McIlvaine,2024-01-14,33.0
Jim McIlvaine,2024-01-17,27.0
Jim McIlvaine,2024-01-18,28.0
Jim McIlvaine,2024-01-20,19.0
Jim McIlvaine,2024-01-22,9.0
Jim McIlvaine,2024-01-24,38.0
Jim McIlvaine,2024-01-25,24.0
Jim McIlvaine,2024-01-27,32.0
Jim McIlvaine,2024-01-29,27.0
Jim McIlvaine,2024-01-31,9.0
Jim McIlvaine,2024-02-02,22.0
Jim McIlvaine,2024-02-04,32.0
Jim McIlvaine,2024-02-06,38.0
Jim McIlvaine,2024-02-08,26.0
Jim McIlvaine,2024-02-12,23.0
Jim McIlvaine,2024-02-13,41.0
Jim McIlvaine,2024-02-15,34.0
Jim McIlvaine,2024-02-23,28.0
Jim McIlvaine,2024-02-24,29.0
Jim McIlvaine,2024-02-27,34.0
Jim McIlvaine,2024-02-28,34.0
Jim McIlvaine,2024-03-01,11.0
Jim McIlvaine,2024-03-03,27.0
Jim McIlvaine,2024-03-04,13.0
Jim McIlvaine,2024-03-07,44.0
Jim McIlvaine,2024-03-08,19.0
Jim McIlvaine,2024-03-10,25.0
Jim McIlvaine,2024-03-12,37.0
Jim McIlvaine,2024-03-16,31.0
Jim McIlvaine,2024-03-18,32.0
Jim McIlvaine,2024-03-19,30.0
Jim McIlvaine,2024-03-22,16.0
Jim McIlvaine,2024-03-24,23.0
Jim McIlvaine,2024-03-27,9.0
Jim McIlvaine,2024-03-29,25.0
Jim McIlvaine,2024-03-31,22.0
Jim McIlvaine,2024-04-02,21.0
Jim McIlvaine,2024-04-03,28.0
Jim McIlvaine,2024-04-05,17.0
Jim McIlvaine,2024-04-07,26.0
Jim McIlvaine,2024-04-09,51.0
Jim McIlvaine,2024-04-10,25.0
Jim McIlvaine,2024-04-12,14.0
Jim McIlvaine,2024-04-14,13.0
Jim McIlvaine,2024-10-22,27.0
Jim McIlvaine,2024-10-24,32.0
Jim McIlvaine,2024-10-26,24.0
Jim McIlvaine,2024-10-29,37.0
Jim McIlvaine,2024-11-01,29.0
Jim McIlvaine,2024-11-02,21.0
Jim McIlvaine,2024-11-04,21.0
Jim McIlvaine,2024-11-07,33.0
Jim McIlvaine,2024-11-08,37.0
Jim McIlvaine,2024-11-10,22.0
Jim McIlvaine,2024-11-12,26.0
Jim McIlvaine,2024-11-13,24.0
Jim McIlvaine,2024-11-15,36.0
Jim McIlvaine,2024-11-17,24.0
Jim McIlvaine,2024-11-21,26.0
Jim McIlvaine,2024-11-24,28.0
Jim McIlvaine,2024-11-26,29.0
Jim McIlvaine,2024-11-27,29.0
Jim McIlvaine,2024-11-29,21.0
Jim McIlvaine,2024-12-02,8.0
Jim McIlvaine,2024-12-04,16.0
Jim McIlvaine,2024-12-06,30.0
Jim McIlvaine,2024-12-08,27.0
Jim McIlvaine,2024-12-13,23.0
Jim McIlvaine,2024-12-15,26.0
Jim McIlvaine,2024-12-19,17.0
Jim McIlvaine,2024-12-21,19.0
Jim McIlvaine,2024-12-23,16.0
Jim McIlvaine,2024-12-25,26.0
Jim McIlvaine,2024-12-27,24.0
Jim McIlvaine,2024-12-29,14.0
Jim McIlvaine,2024-12-31,20.0
Keith Jennings,2023-10-25,6.0
Keith Jennings,2023-10-27,8.0
Keith Jennings,2023-10-28,2.0
Keith Jennings,2023-10-30,5.0
Keith Jennings,2023-11-01,8.0
Keith Jennings,2023-11-03,7.0
Keith Jennings,2023-11-04,5.0
Keith Jennings,2023-11-06,12.0
Keith Jennings,2023-11-08,2.0
Keith Jennings,2023-11-12,11.0
Keith Jennings,2023-11-13,4.0
Keith Jennings,2023-11-15,9.0
Keith Jennings,2023-11-17,5.0
Keith Jennings,2023-11-18,6.0
Keith Jennings,2023-11-20,2.0
Keith Jennings,2023-11-22,2.0
Keith Jennings,2023-11-24,2.0
Keith Jennings,2023-11-26,4.0
Keith Jennings,2023-11-28,5.0
Keith Jennings,2023-11-30,10.0
Keith Jennings,2023-12-02,7.0
Keith Jennings,2023-12-06,7.0
Keith Jennings,2023-12-08,7.0
Keith Jennings,2023-12-11,9.0
Keith Jennings,2023-12-12,8.0
Keith Jennings,2023-12-14,7.0
Keith Jennings,2023-12-16,4.0
Keith Jennings,2023-12-18,5.0
Keith Jennings,2023-12-20,11.0
Keith Jennings,2023-12-21,12.0
Keith Jennings,2023-12-23,1.0
Keith Jennings,2023-12-26,24.0
Keith Jennings,2023-12-28,7.0
Keith Jennings,2023-12-30,15.0
Keith Jennings,2024-01-02,11.0
Keith Jennings,2024-01-03,13.0
Keith Jennings,2024-01-05,7.0
Keith Jennings,2024-01-08,21.0
Keith Jennings,2024-01-10,4.0
Keith Jennings,2024-01-12,5.0
Keith Jennings,2024-01-13,7.0
Keith Jennings,2024-01-15,8.0
Keith Jennings,2024-01-18,5.0
Keith Jennings,2024-01-20,15.0
Keith Jennings,2024-01-22,6.0
Keith Jennings,2024-01-25,11.0
Keith Jennings,2024-01-28,15.0
